id,conversation_id,text,context,historical_brand_response,true_intent,expected_action,difficulty_score,notes,human_confirmed
GOLDEN_100,77490_77489,il pacco precedente è arrivato solo con 10 giorni di ritardo perché #BRT #bartolini non trovava la via.,Customer tweet in thread 77490_77489,"Mi spiace per il ritardo, da Twitter non abbiamo la possibilità di verificare i tuoi ordini, se non lo hai già fatto, ti suggerisco di inoltrare la tua segnalazione al nostro Servizio Clienti: A presto! ^FA",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_101,25858_25859,Done. No contact yet.,Customer tweet in thread 25858_25859,We haven't received your details yet. Kindly fill your details once again in the link provided earlier &amp; we'll get in touch. ^SY,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_102,11337_11335,うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。,Customer tweet in thread 11337_11335,ご迷惑をお掛けしております。返金のAmazonギフト券は、銀行振込による返金に変更することが可能です。ご希望の場合は、口座情報などをお伺いする必要がございますので、お手数ですが、リンクよりカスタマーサービスにお電話にてお問い合わせください。 TN,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_103,91391_91392,problem not solved yet. No one contacted me yet. I think i lost my money.,Customer tweet in thread 91391_91392,You would have received a correspondence to your registered email ID. Kindly check it here: and reply us with your concerns. ^SC,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_104,65690_65692,"Also, not sure why I should give feedback in the UK if I live in the US. ;)",Customer tweet in thread 65690_65692,"Apologizes for the wrong link Roland, here is the correct one for US: ^NV",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_105,83397_83398,Yes that is why I am reaching out to you,Customer tweet in thread 83397_83398,"In this case, it would be best for us to take another look at your orders to see what happened. When you have a moment, please call or chat with us here: ^VF",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_106,77589_77591,"No, doveva essere spedito il 28 novembre. Come posso fare se non riesco a essere presente alla consegna?",Customer tweet in thread 77589_77591,"Da Twitter non abbiamo la possibilità di verificare il tuo ordine, in questo caso ti suggerisco di contattare direttamente il nostro Servizio Clienti cliccando qui: A presto ^FA",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_107,69765_69764,Amazonの配達状況見ようとしたら注文内容に飛ぶんだがどして？,Customer tweet in thread 69765_69764,アマゾンです。発送のＥメールに記載されているリンクまたはアプリの通知は注文履歴にアクセスされますので、そちらから配送状況をご確認ください。ご利用ありがとうございます。ET,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_108,49177_49176,I cannot believe such a small item was sent in such a wasteful box. I thought it was a joke.,Customer tweet in thread 49177_49176,I see what you mean! Have you been able to pass your feedback through this link: ^BL,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_109,22213_22212,Je ne vois vraiment pas l'intérêt d'avoir prime... (article en stock et expédié par Amazon),Customer tweet in thread 22213_22212,"Bonjour, la livraison ""Prioritaire"" est la plus rapide possible quand ""en 1j our ouvré"" n'est pas disponible pour un article",digital_prime_issue,AUTO_HANDLE,0.4,Digital content or Prime membership inquiry,True
GOLDEN_110,42498_42500,I’m in UK - is call available?,Customer tweet in thread 42498_42500,"Sorry for the incorrect link, Stu. It sure is! You can contact the UK team here: I hope this helps! ^AD",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_111,74588_74590,Hi. Could you please provide an update. Would be useful if you could let me know by when I can expect a refund of the money for which I received trash.,Customer tweet in thread 74588_74590,"Hello Sarath, we have sent a correspondence to your registered email ID. Please check and reply to the same, we will help you. ^AH",refund_request,AUTO_HANDLE,0.3,Standard refund request,True
GOLDEN_112,35946_35945,Amazon ギフト券が使えないorz,Customer tweet in thread 35946_35945,失礼いたします。Amazonギフト券のご利用際しお困りの場合は、カスタマーサービスにて確認のうえご案内いたします。よろしければ、以下よりお問い合わせください。 SM,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_113,16808_16809,Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,Customer tweet in thread 16808_16809,details here: and I'll get back to you. (3/3) ^KA,refund_request,AUTO_HANDLE,0.3,Standard refund request,True
GOLDEN_114,49932_49931,Creía que compraba y era atendido por una empresa seria. Mi paciencia ha sido ilimitada. Por favor RT,Customer tweet in thread 49932_49931,"Lamento este inconveniente Juan, ¿has entrado en contacto con nuestro Servicio al Cliente para reportar lo sucedido? ^AZ",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_115,28885_28887,"I am getting same response past 2 months. I am asking for status, not a messages that u sent !",Customer tweet in thread 28885_28887,Please respond to the same email you've received from the Social Media team and we'll check this for you. ^HN,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_116,38185_38177,"após 30 min no telefone com o atendente, não resolveu nada! #indignação",Customer tweet in thread 38185_38177,"Olá Bruno, sinto muito. O que aconteceu? ^LG",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_117,91417_91416,an update to my issue from before: has like really good customer service thanks yall!,Customer tweet in thread 91417_91416,"Thanks for keeping us in the loop! I'm glad to hear this has been sorted. If anything else pops up, we're always here to help. ^RA",general_inquiry,ESCALATE,0.9,Sensitive keyword trigger: sue,True
GOLDEN_118,30018_30019,"Hello, Yes. I have now submitted via that method.",Customer tweet in thread 30018_30019,Great! Thank you for letting us know. Someone will be in touch as soon as possible. ^AL,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_119,36565_36564,", : I tweeted both of your help pages but didn’t get a response. I want answers as to why my Fresh was abruptly canceled in my area. Amazon says they wouldn’t choose to stop so that leaves usps. Email says change in delivery route. ????? Doesn’t make sense.",Customer tweet in thread 36565_36564,"I'm sorry for this! Just to clarify, have you spoken with us via phone, so we may look into this? ^AL",order_cancellation,AUTO_HANDLE,0.3,Order cancellation inquiry,True
GOLDEN_120,24963_24961,Case id 4063530272 nirmalequipment __email__,Customer tweet in thread 24963_24961,"Bonjour, en quoi puis-je vous aider ? ^FA",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_121,60227_60226,". holi, así llegan los huevos que mandáis. Un saludo.",Customer tweet in thread 60227_60226,"Hola Miquel, lamento las molestias. ¿Reportaste la situación con nuestro Soporte al Cliente? ^LG",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_122,69939_69941,"All sorted now, a replacement has been sorted. Thanks",Customer tweet in thread 69939_69941,Glad to hear it! 👍 If you need anything else then please don't hesitate to let us know! ^KI,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_123,5304_5303,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife. #echo #alexa",Customer tweet in thread 5304_5303,"Please try asking Alexa to stop playing your music, and then ask her to play your music again, but without referencing the ""Multi-Room Music group"" you were previously using: ^JR",digital_prime_issue,AUTO_HANDLE,0.4,Digital content or Prime membership inquiry,True
GOLDEN_124,83482_83484,This is what it says! It doesn't make sense because it says it will be delivered the next day but the same day it was 'delivered',Customer tweet in thread 83482_83484,Have you had a chance to look around to see if your order was delivered to a safe-place or to a neighbour on your behalf?^PJ,delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_125,75971_75970,service is bad,Customer tweet in thread 75971_75970,Certainly not what we expect you to go though. Kindly elaborate on your concern. We would like to help you. ^CB,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_126,69604_69603,アマゾンプライムけいおん無料とかまじで神すぎる,Customer tweet in thread 69604_69603,見ちゃってくださいませ！( *• ̀ω•́ )b ｸﾞｯ☆ ET,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_127,20051_20053,Amazon has encountered an error. Please try again shortly. This message appears every time I attempt to change my default list for days now.,Customer tweet in thread 20051_20053,My apologies Christopher. Have you tried from a non mobile device? ^DC,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_128,49910_49909,"What should i do with this link , i want my cashback, really insane by",Customer tweet in thread 49910_49909,I get your concern about the cash back. Please reply to the correspondence sent to your registered email from us. (1/2) ^SV,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_129,22554_22553,horrible experience. Pathetic cs care . Worst experience. Even a prime member,Customer tweet in thread 22554_22553,Please fill in your details using the link: and I'll get in touch with you soon. ^AK (2/2),digital_prime_issue,AUTO_HANDLE,0.4,Digital content or Prime membership inquiry,True
GOLDEN_130,18698_18696,Have sent the prouduct back .. and after a month ur complaining that the product sent is wrong ..,Customer tweet in thread 18698_18696,"I'm sorry, we never intended this. Please reply to the email here: and we'll get back to you. ^SI",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_131,86237_86236,"P.s das Paket hochgetragen hat er auch nicht. Und mit gebrochenen Englisch auf die Frage was mit der anderen Lieferung sei...kam nur ein ""maybe tomorrow"". Bin ziemlich sauer das man wenn es um geht meistens die Hände über den Kopf zusammen schlägt und hofft es kommt an.",Customer tweet in thread 86237_86236,Bitte melde dich mal wegen dem verspäteten Paket bei uns im Kundenservice: Die Kollegen prüfen das. ^MS,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_132,36539_36538,This is height of unprofessionalism. ARE U BOTH WINDING UP UR OPERATIONS,Customer tweet in thread 36539_36538,You'd have received a correspondence from our team. Do check it here: &amp; reply for further concerns. ^EM,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_133,21392_21400,Ich werd es mal versuchen! Danke für die schnelle und gute Hilfe! Noch ein schönen Feiertag! ❤😁,Customer tweet in thread 21392_21400,Danke! Wir wünschen dir natürlich auch noch einen schönen Feiertag 🙂 ^DS,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_134,25881_25880,I have purchased a keybrd &amp;mouse mrp shows 787 bt bill amt 799 from amazon ..,Customer tweet in thread 25881_25880,"Please don't provide your order details, we consider it to be personal info. Our page is visible to the public. 3/3 ^KA",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_135,73549_73548,you guys are great but makes you look bad.,Customer tweet in thread 73549_73548,We definitely want to do what we can to help! Are you waiting on a current order from us: ? ^NN,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_136,63968_63967,First time has failed me with the 2-day delivery in over 4 years. Sad 😞,Customer tweet in thread 63968_63967,Sorry to hear that. Without giving out personal info please let us know what happened? ^RS,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_137,36610_36609,ねぇAmazonさん、何で岡崎体育がアダルト商品なん？,Customer tweet in thread 36610_36609,アマゾンです。こちら確認の上、適宜対応させていただきます。お知らせいただきありがとうございました。ET,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_138,24056_24054,Hello order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,Customer tweet in thread 24056_24054,"your order/account details, we consider it to be personal info. Our page is visible to the public. (3/3)^SF",delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_139,78710_78708,Did not receive the refund even after 9 days.,Customer tweet in thread 78710_78708,Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. (2/2)^YP,refund_request,AUTO_HANDLE,0.3,Standard refund request,True
GOLDEN_140,62415_62414,EU TE VENEROOOOOO MEUS LIVROS JÁ CHEGARAM SCRR,Customer tweet in thread 62415_62414,"Oi verô, que felicidade! 😍 Quais livros você comprou? ^AZ",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_141,36483_36480,"Amazon didn't even ship my in stock tools, until 11 days after I ordered. 9 days after it was promised to arrive. Wtf ?",Customer tweet in thread 36483_36480,I'm sorry we missed our mark. Did you receive an e-mail about a delay? Have you called to report this? ^CO,delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_142,62135_62139,no e recivido nada bueno esq el pedido lo hizo mi hijo xq tiene cuenta pero la tarjeta es mia y asta ahorita no emos recivido ningun correo,Customer tweet in thread 62135_62139,"Comprendo Grafo. Siempre que se confirma una orden se envía al correo electrónico asociado a la cuenta donde se gestionó el pedido, un mensaje con los detalles. También es posible revisar desde tu cuenta los pedidos que están en curso: ^PC",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_143,38163_38166,Haven't paid attention to the carrier. But it's been doing it recently..my last 5 purchases or so over the past few weeks.,Customer tweet in thread 38163_38166,That is odd! Let's find out who that carrier is so we can see about getting this sorted: ^JZ,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_144,36590_36591,Have started details Why is it not happening now,Customer tweet in thread 36590_36591,"I get your concern, as informed earlier, kindly reply to the correspondence which you have already received from us. ^SS",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_145,29973_29976,Tried everything &amp; it won't take duplicate out basket please help me,Customer tweet in thread 29973_29976,My apologies Susan. Please get in touch: and we'll be happy to look into this with you. ^DC,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_146,72225_72227,ありがとうございます。再発をして来る事になりました。大変助かります！,Customer tweet in thread 72225_72227,お役に立ててなによりでございました。恐れ入りますが、商品の到着を今しばらくお待ちくださいますようお願いいたします。 リプライありがとうございました。 SM,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_147,71061_71060,(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)日本語専門のAmazon helpあれば・・・！！ そんな事よりご丁寧にありがとうございます、まさかここまで丁寧だと恐縮です꒰꒪꒫꒪⌯꒱,Customer tweet in thread 71061_71060,こちらこそです！ツイート相手をしていただき、恐縮でございます。 (日本語でつぶやいていただけば、日本語しかできない者が対応させていただきます…)O o｡.(´-`*) RI,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_148,48890_48892,machst du mein frau an oder was,Customer tweet in thread 48890_48892,Kommst du mit Komplimenten an *deine Frau* nicht klar? ;-) Weiblichen Gruß ^SM,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_149,23195_23196,I think it’s amazon. The email doesn’t give any specifics.,Customer tweet in thread 23195_23196,"Thanks for confirming, Liz! Please contact us by phone or chat so that we can help investigate further: ^SD",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_150,5124_5123,Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief,Customer tweet in thread 5124_5123,"We'd like to make sure this is addressed, Eric. Would you tell us more about what happened? ^AM",general_inquiry,ESCALATE,0.9,Sensitive keyword trigger: police,True
GOLDEN_151,21874_21876,"Thank you for doing the right thing and solving the problem, though i believe we could have done it on Day1 of issue, but thank you eith way",Customer tweet in thread 21874_21876,Thanks for keeping us posted. I'll be sure to forward your comments to our team internally. ^GK,general_inquiry,ESCALATE,0.9,Sensitive keyword trigger: sue,True
GOLDEN_152,61023_61027,The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,Customer tweet in thread 61023_61027,(2/2) Benefits may differ from site to site and aren't transferable. I will forward your feedback regarding this. ^MI,delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_153,63821_63818,i am still waiting for their call now,Customer tweet in thread 63821_63818,Thank you for confirming. We would check and connect with you at the earliest. ^KK,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_154,5152_5150,Amazonプライム凄く良い良い,Customer tweet in thread 5152_5150,お褒めいただき('ω' )三('ω')三( 'ω')光栄ですっ！！ プライムの特典は様々ご準備しておりますので、ぜひご活用くださいませ~♪ TY,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_155,38815_38817,contact me 9897327895,Customer tweet in thread 38815_38817,"Being a social media platform, we will not have access to your account details, Mahraj. ^KS 1/3",general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_156,63905_63907,I reinstalled it &amp; it's working fine. But how did it happen in the first place?,Customer tweet in thread 63905_63907,"Due to the internal technical glitches, we may encounter with such errors. But they are rectified soon. I'm glad that the application is working fine for you now. ^HS",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_157,80517_80516,Doesn’t sound like it. At all! First line even mentions a box. I got nothing! The photos are exactly how it showed up!,Customer tweet in thread 80517_80516,Thank you for bringing this to our attention! We are always looking to improve. Please provide your packaging feedback here: ^AL.,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_158,34492_34493,non. un lien svp ? (canada fr svp),Customer tweet in thread 34492_34493,Vous pouvez contacter le service client de amazon.ca depuis le lien suivant: . ^ASZ,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_159,77378_77376,No luck.,Customer tweet in thread 77378_77376,Sorry you have not received your package yet. We would like to take a closer look with you regarding the order. If you could reach out to us via phone or chat here: we would be happy to assist further. ^TE,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_160,13560_13559,"Got Prime, won't leave package at the door. Rode my bike across the city to up my package. #homedelivery",Customer tweet in thread 13560_13559,"I'm sorry this happened, Davis! Please provide carrier feedback here about this order: ^SH",delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_161,80529_80528,"Dear Amazon, my Alexa Echo has been stolen 😞 How can I track it? Or check if it's connected or not? Please help me 🙏",Customer tweet in thread 80529_80528,"I'm so sorry to hear this has happened, Hélène! Please contact us directly by phone or chat and we'll be happy to help investigate further: Please keep us posted! We want to make sure this is fully resolved for you! ^SD",general_inquiry,ESCALATE,0.9,Sensitive keyword trigger: stolen,True
GOLDEN_162,13905_13904,"Uno de mis envíos acaba de ser devuelto, ( llevaba dos semanas en las instalaciones de mi ciudad.) ¿Qué pasa?",Customer tweet in thread 13905_13904,Hola Raúl. Lamento saber de esto.Puedes contactar nuestro Servicio al Cliente en este enlace: ^JJ,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_163,56875_56876,Well I'm gonna try certain pin codes from Pune or Kolhapur. Hope it's enough to grab one of those very few,Customer tweet in thread 56875_56876,address and proceed to the Pay method page. (2/2) ^GK,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_164,36569_36568,got an notification that my package couldn’t reach my front door/turns out they were just lazy and never came to my house bc my gate guard said no one tried to get through so i really can’t trust anyone and delivery men are lazy i’m a freaking prime member,Customer tweet in thread 36569_36568,Sorry to hear this Caleigh!Pleasee get in touch here: and we'll look into this for you. ^RL,delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_165,48902_48903,du ehrenloser bin schon 5te klasse,Customer tweet in thread 48902_48903,Wiederholung schadet nicht :-P ^SM,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_166,25281_25280,you have NEVER let me down. The one time I need a package on time you fail me.,Customer tweet in thread 25281_25280,I'm so sorry for the frustrating experience! Have you reached us directly for your options: ^DW,delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_167,74734_74733,"Effectivement oui ahah, mais c'est surtout que je suis une grande fan d'assassin's creed (j'ai même un tatouage du jeu)",Customer tweet in thread 74734_74733,Oh 😍 Que pensez-vous de Bayek ? ^MA,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_168,66181_66182,You have them as I’ve been in contact on numerous occasions - it will all be logged under __email__,Customer tweet in thread 66181_66182,"We can't access account or order information over Twitter. If you can fill out the details in the link provided, we will be able to escalate this further for you.^PJ",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_169,17639_17638,It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,Customer tweet in thread 17639_17638,Was a pick up arranged on your order or were you asked to self-return it? Please tell us more. ^HK,refund_request,AUTO_HANDLE,0.3,Standard refund request,True
GOLDEN_170,59571_59569,have u taken down don’t breath (2016)movie?,Customer tweet in thread 59571_59569,"We have this title available on our prime website, Dhruv. Please refer here: Do keep u sposted. ^SV",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_171,18190_18192,"Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",Customer tweet in thread 18190_18192,"As you have filled the details, you will receive an email correspondence from our team here: ^RW 1/2",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_172,56854_56852,what do you mean my package can't be delivered. I've had packages dropped off at the address before,Customer tweet in thread 56854_56852,I'm sorry for the trouble! What does the tracking say who the carrier is? ^MH,delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_173,74662_74664,Merci beaucoup!,Customer tweet in thread 74662_74664,"Je vous en prie , je vous souhaite une bonne journée",general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_174,20471_20472,You talked about the Gati courier about our order,Customer tweet in thread 20471_20472,May I please know if you have filled your details through the link provided earlier? ^SH,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_175,69843_69844,I'm hvng issues with my recently bought 100% original Motorola turbo power charger 2.8 amp delivered on 4th of Nov. It's been less than a month and I'm not getting any solution either from custmr support or the seller. Order id 4__credit_card__ amazon id. Ankursingh,Customer tweet in thread 69843_69844,Sorry to know that your recent experience wasn't on par with your expectation. We'll certainly look into this issue. Kindly share your details here: and we'll get it checked. 1/2 ^SY,general_inquiry,ESCALATE,0.9,Sensitive keyword trigger: sue,True
GOLDEN_176,43258_43257,"I called them, they fixed the location issue. I called again to get this download issue fixed&amp; been told that I'll get an email",Customer tweet in thread 43258_43257,We are sorry for the delay. We like to check this. Please call our support one more time: ^MH,general_inquiry,ESCALATE,0.9,Sensitive keyword trigger: sue,True
GOLDEN_177,56891_56890,hey ! Why did you change Prime Surprise Sweets to standard shipping? It's called Prime for a reason.,Customer tweet in thread 56891_56890,"Sorry for the frustration, Mitch! Learn more about the shipping speed for Prime Surprise Sweets here: ^JZ",delivery_delay,AUTO_HANDLE,0.2,Standard delivery tracking inquiry,True
GOLDEN_178,10626_10625,I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,Customer tweet in thread 10626_10625,I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ,digital_prime_issue,AUTO_HANDLE,0.4,Digital content or Prime membership inquiry,True
GOLDEN_179,57424_57426,Ive done that but it only gives me the option of the 1 months free trial and then £9.99 a month after. No way of clicking on the linkyousent,Customer tweet in thread 57424_57426,Hmm.. Let's look into this together. Reach out via phone or chat here: ^MT,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_180,26898_27396,"Why does it say "" You have exceeded the maximum allowed number of tickets for this event."" I have no tickets ??!",Customer tweet in thread 26898_27396,My apologies Karolina. If you get in touch: we'll be happy to help. ^DC,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_181,325_324,amazonプライムビデオ、再生エラーが多いです,Customer tweet in thread 325_324,ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。 ET,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_182,58153_58155,No matter how loud you cry is not gonna hear sellers. A blind eye approach. Stopping all Ads #HearUsAmazon,Customer tweet in thread 58153_58155,"Sorry for the unpleasant experience with us. We'd like to know what went wrong, (1/2)^SQ",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_183,86114_86115,How do I go about closing my account?,Customer tweet in thread 86114_86115,We can help with that! You can learn about closing your account and how to do so here: I hope this helps! ^JE,account_access,AUTO_HANDLE,0.4,Account login / access issue,True
GOLDEN_184,57475_57473,Hey my kindle starting advancing left to right instead of right to left. How do I fix that?,Customer tweet in thread 57475_57473,Great question! Have you tried any of these troubleshooting steps: Please let us know! ^KJ,digital_prime_issue,AUTO_HANDLE,0.4,Digital content or Prime membership inquiry,True
GOLDEN_185,38824_38823,"my order got cancelled from ur end, and inspite of notifying u guys still haven't refunded! Its been a week!!",Customer tweet in thread 38824_38823,I'm sorry about the trouble. Kindly report it to our support team here: and 1/2 ^KH,refund_request,AUTO_HANDLE,0.3,Standard refund request,True
GOLDEN_186,52925_52927,- Info sent 2 Amazon link. Response time is up too 12 business days. lol WOW,Customer tweet in thread 52925_52927,You'll be receiving a response within 12 hours! ^KP,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_187,56868_56866,I have $33 in my debit card broke as fuck cuz hasn’t deposited my money...,Customer tweet in thread 56868_56866,Sorry for the delay! Are you waiting for a refund to fully process? ^JZ,payment_billing,AUTO_HANDLE,0.4,Payment / double billing issue,True
GOLDEN_188,67463_67465,Ach was. Echt? Eine Verzögerung? :-D Trotzdem danke für die Antwort.,Customer tweet in thread 67463_67465,Captain Obvious ist immer zur Stelle 😎 Gerne und dir noch 'nen schönen Tag! ✌ ^´KM,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_189,69633_69635,Why are you still showing it as available next day?,Customer tweet in thread 69633_69635,Sorry to hear about the poor experience. What date is provided for delivery if you go to checkout with the item? ^MI,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_190,43248_43247,"I am very heart broken right now, makeup needs to have a fragile label on the box/envelope.",Customer tweet in thread 43248_43247,I'm sorry your make up arrived damaged. You can view your available options here: ^CO,damaged_defective,AUTO_HANDLE,0.4,Damaged or wrong item reported,True
GOLDEN_191,76085_76087,Mais je parle pas un seul mot d’Allemand 😭😭,Customer tweet in thread 76085_76087,Vous pouvez leur envoyer un e-mail depuis le lien précédemment envoyé. ^ASZ,general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_192,67460_67458,"hi there. ordered some items via which are lost in transit. nobody has contacted me, updated me, refunded me. wondering why I am paying for prime if this is the service I get. can you help? email: __email__. thanks.",Customer tweet in thread 67460_67458,"I'm sorry to read, that your orders were lost. Please reach out to our customer service, so we can investigate into the issue: Kind regards ^UK",refund_request,AUTO_HANDLE,0.3,Standard refund request,True
GOLDEN_193,13191_13190,Amazonの使い方が難しく感じます わけわかめ ちゃんと頼めてんのかね,Customer tweet in thread 13191_13190,おはようございます。Amazonです。 ご注文確定済の場合には、注文履歴にて確認できますので、下記URLにてご確認ください。 なお、ご不明な点がありましたら、ご遠慮なくお知らせください(#^.^#)TY,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
GOLDEN_194,74800_74799,"No specific date. It just amazes me that I order in advance, but people on a whim can go to a shop and get it before me.",Customer tweet in thread 74800_74799,"I definitely understand your frustration! We're excited about it, too! Was your order eligible for release day delivery? You can find more information about release day delivery here: ^TK",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_195,19112_19115,This contest commences from today.There was a similar contest whose last date was 31st oct 2017.,Customer tweet in thread 19112_19115,"Winners of the app jackpot will be announced on November 3, 2017. You can find the list here: ^SH",general_inquiry,AUTO_HANDLE,0.6,General support query,False
GOLDEN_196,49895_49894,Address verification?Anyone fix it! My billing address is correct and I sended already my bank statemend but nothing happens,Customer tweet in thread 49895_49894,"We'd like to look into this further with you! When you have a chance, please reach out to us here: ^VB",account_access,AUTO_HANDLE,0.4,Account login / access issue,True
GOLDEN_197,80658_80660,its not good,Customer tweet in thread 80658_80660,I understand your concern regarding the results. Request you to wait while we make an announcement. Appreciate your patience. ^GD,general_inquiry,ESCALATE,0.8,Short ambiguous message (< 4 words),True
