conversation_id,brand,customer_tweet_id,brand_tweet_id,customer_text,brand_text,customer_created_at,brand_created_at
16866_16864,AmazonHelp,16866,16864,"@AmazonHelp Order id-407-2808023-6902735
Mails already done","@119703 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.^SF",Thu Oct 19 03:45:18 +0000 2017,Thu Oct 19 04:10:00 +0000 2017
16870_16869,AmazonHelp,16870,16869,@AmazonHelp Because of Amazon I purchased a product which blasted on day one...n u people asking me to keep cool...where is Surya flames #suryaflam1,"@119703 Apologies for the situation, Anurag. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist. ^SV",Wed Oct 18 20:18:47 +0000 2017,Wed Oct 18 20:30:13 +0000 2017
16873_16872,AmazonHelp,16873,16872,@AmazonHelp Do u think it's just normal happening???this is real happened with me...do you still think it's not worth to show quality of product,"@119703 Be assured, we've shared your comments with internal teams for review and to improve our services. (2/2) ^SV",Wed Oct 18 20:03:01 +0000 2017,Wed Oct 18 20:10:34 +0000 2017
16877_16875,AmazonHelp,16877,16875,@AmazonHelp @119704  https://t.co/rUjHdeMm9G,"@119703 However, you need to adhere to guidelines here: https://t.co/jimvgYJFRD to post review. (2/2) ^SV",Wed Oct 18 19:20:16 +0000 2017,Wed Oct 18 19:43:27 +0000 2017
16882_16879,AmazonHelp,16882,16879,"@115850 : what type of product are you selling, we could have died.product was in use and then a blast
Order no - 407-2808023-6902735 https://t.co/a8t07gJDuh",@119704 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ,Wed Oct 18 16:31:48 +0000 2017,Wed Oct 18 17:09:29 +0000 2017
16834_16835,AmazonHelp,16834,16835,@AmazonHelp Hi ...enough mails done but response is very discouraging... contact me on call,@119703 requesting for a call-back and we'll reach out to you soon. (2/2) ^VM,Wed Nov 01 03:53:56 +0000 2017,Wed Nov 01 04:01:00 +0000 2017
16885_16886,AmazonHelp,16885,16886,"@AmazonHelp I am getting any mails nor any calls from u.
If not able to solve let me know...I ll uninstall Amazon n share my feedback with others too",@119703 We have emailed you here: https://t.co/DTSNmGldJf Kindly check &amp; reply to it for further assistance.^SY,Wed Nov 01 07:50:17 +0000 2017,Wed Nov 01 08:17:29 +0000 2017
16888_16891,AmazonHelp,16888,16891,@AmazonHelp As compensation you are giving me 500 InR in account.. shame &amp; unethical...,@119703 I'm sorry about the disappointment. I'll be sure to pass your feedback to the concerned team internally. ^SG,Thu Nov 02 17:30:28 +0000 2017,Thu Nov 02 17:41:00 +0000 2017
16889_16893,AmazonHelp,16889,16893,@AmazonHelp I already replied on mails...u people just wasting time nothing else.. no action has been taken against seller n brand...as a compensation,"@119703 I understand your concern, Anurag. Please reply to the email you've received from us and I'll get back to you. ^HD",Thu Nov 02 17:28:46 +0000 2017,Thu Nov 02 17:49:28 +0000 2017
16895_16894,AmazonHelp,16895,16894,アマゾンのプライム会員勝手に継続されてるんですけど,@119705 Amazonプライムご登録時に自動更新の設定をオフにしていない場合、無料体験期間終了後に有料会員へ移行となります。請求後に特典利用がなければ退会・返金が出来ます。お手続き方法はこちらをご参照ください。https://t.co/Ooa8rmSyoi ET,Wed Nov 01 03:52:04 +0000 2017,Wed Nov 01 04:00:00 +0000 2017
17183_17181,AmazonHelp,17183,17181,"'Hey @AmazonHelp i haven't received my ""delivered"" order.' 
'Did you check around your house' lmao https://t.co/w6FRcwmoFX",@119790 I'm sorry you didn't receive your order. Did our customer service agent provide a solution for you? ^SE,Wed Nov 01 04:10:07 +0000 2017,Wed Nov 01 04:28:00 +0000 2017
17187_17185,AmazonHelp,17187,17185,@AmazonHelp Kindly return my prime membership amount,@119791 Please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW,Wed Nov 01 04:09:50 +0000 2017,Wed Nov 01 04:26:43 +0000 2017
17186_17188,AmazonHelp,17186,17188,@AmazonHelp Kindly share my contact number 9800019281 to ur team to contact me,"@119791 Also, please don't provide your contact details as its personal info. Our Twitter page is visible to public. 2/2 ^AB",Wed Nov 01 05:09:56 +0000 2017,Wed Nov 01 05:19:03 +0000 2017
17190_17191,AmazonHelp,17190,17191,@AmazonHelp See after getting amount it happens that eveyone become unable in assisting.,"@119791 Due to which we do not have an option to call you back, please use the link provided earlier to request a call back. (2/2) ^SI",Wed Nov 01 05:19:59 +0000 2017,Wed Nov 01 05:25:00 +0000 2017
17190_17192,AmazonHelp,17190,17192,@AmazonHelp See after getting amount it happens that eveyone become unable in assisting.,@119791 Twitter being a public platform we do not have access to your order details. (1/2) ^SI,Wed Nov 01 05:19:59 +0000 2017,Wed Nov 01 05:24:00 +0000 2017
17193_17194,AmazonHelp,17193,17194,@AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime,@119791 further assistance. Appreciate your understanding. (2/2) ^KA,Wed Nov 01 05:25:11 +0000 2017,Wed Nov 01 05:45:26 +0000 2017
17196_17197,AmazonHelp,17196,17197,"@AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.",@119791 out to our team using the link shared earlier. (2/2) ^GK,Wed Nov 01 05:46:56 +0000 2017,Wed Nov 01 05:53:26 +0000 2017
17200_17201,AmazonHelp,17200,17201,@AmazonHelp Kindly note i will not received or accept my last order. I have choosen COD but due bad service of Prime i will not accept,@119791 provide your details here:  https://t.co/beaaDm0muc &amp; we'll get this sorted.(2/2)^SF,Thu Nov 02 08:34:40 +0000 2017,Thu Nov 02 08:53:54 +0000 2017
17200_17202,AmazonHelp,17200,17202,@AmazonHelp Kindly note i will not received or accept my last order. I have choosen COD but due bad service of Prime i will not accept,@119791 I'm sorry for the unpleasant experience. We'd like to change it. Please (1/2)^SF,Thu Nov 02 08:34:40 +0000 2017,Thu Nov 02 08:53:53 +0000 2017
17203_17204,AmazonHelp,17203,17204,@AmazonHelp I dont want to change my order but will not accept. Order # 403-3917499-2913904,@119791 to you. Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH,Thu Nov 02 08:59:53 +0000 2017,Thu Nov 02 09:20:00 +0000 2017
17203_17205,AmazonHelp,17203,17205,@AmazonHelp I dont want to change my order but will not accept. Order # 403-3917499-2913904,"@119791 We'd like to assist you with the issue, kindly provide your details through the link provided above and we'll get back 1/2 ^SH",Thu Nov 02 08:59:53 +0000 2017,Thu Nov 02 09:19:32 +0000 2017
17196_17198,AmazonHelp,17196,17198,"@AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.","@119791 I get your disappointment. However, we'll not be able to contact you over Twitter. Kindly reach (1/2) ^GK",Wed Nov 01 05:46:56 +0000 2017,Wed Nov 01 05:53:25 +0000 2017
17193_17195,AmazonHelp,17193,17195,@AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime,"@119791 Sorry for the disappointment. As mentioned earlier, please reach out to us using the link provided earlier for (1/2) ^KA",Wed Nov 01 05:25:11 +0000 2017,Wed Nov 01 05:45:00 +0000 2017
17186_17189,AmazonHelp,17186,17189,@AmazonHelp Kindly share my contact number 9800019281 to ur team to contact me,@119791 We're unable to arrange a callback for you over Twitter. Please make a request using the link above and we'll oblige. 1/2 ^AB,Wed Nov 01 05:09:56 +0000 2017,Wed Nov 01 05:19:00 +0000 2017
17207_17206,AmazonHelp,17207,17206,@AmazonHelp When i was not a member everything was under gaurantied delivery and once i paid for membership facility is limited,@119791 We will consider this as feedback and ensure to pass it on internally for improvements. ^RW,Tue Oct 31 06:11:39 +0000 2017,Tue Oct 31 06:19:00 +0000 2017
17209_17208,AmazonHelp,17209,17208,@AmazonHelp After prime membership gaurantied delivery option has vanished now,"@119791 If the factors do not provide the feasibility of a guaranteed delivery, the option will not be available. (2/2) ^ZH",Tue Oct 31 05:50:01 +0000 2017,Tue Oct 31 06:05:28 +0000 2017
17212_17211,AmazonHelp,17212,17211,"@AmazonHelp No use of prime membership, return my money","@119791 Could you please confirm, if we've missed the estimated delivery date? ^AG",Tue Oct 31 05:18:37 +0000 2017,Tue Oct 31 05:41:31 +0000 2017
17214_17213,AmazonHelp,17214,17213,@AmazonHelp Pathetic reply by your caller,@119791 Did we happen to miss the estimated delivery date? ^AG,Tue Oct 31 04:53:16 +0000 2017,Tue Oct 31 05:08:00 +0000 2017
17216_17215,AmazonHelp,17216,17215,@115821 what is the use of Prime Membership if I am not getting my parcel on time.,@119791 We're sorry for the delay in the delivery of your order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you ^ZH,Tue Oct 31 04:36:23 +0000 2017,Tue Oct 31 04:42:36 +0000 2017
17218_17217,AmazonHelp,17218,17217,Amazon適当にいるものポチってたら勝手にプライム会員にされてた,"@119792 今回のご注文で、無料でお急ぎ便等をご利用されませんでしたか？
その場合、無料体験の登録となり、更新をOFFにしないと有料会員へ移行します。意図しないご加入で不要であれば、自動更新の設定変更をお願いします。https://t.co/9tQT1Jh8Tw TY",Wed Nov 01 04:14:42 +0000 2017,Wed Nov 01 04:25:39 +0000 2017
17221_17219,AmazonHelp,17221,17219,@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,@119793 select 'More order issues' &gt; choose from chat/phone/email we'll be glad to help. (3/3) ^KA,Wed Nov 01 03:51:07 +0000 2017,Wed Nov 01 04:25:39 +0000 2017
17220_17223,AmazonHelp,17220,17223,@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),@119793 Please add an email address to your account and then continue to fill the form. Appreciate your patience. ^RW,Wed Nov 01 06:51:15 +0000 2017,Wed Nov 01 07:13:00 +0000 2017
17227_17226,AmazonHelp,17227,17226,"@AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!",@119793 I apologize for this. Request you to share the details using this link: https://t.co/cQVomR1pWz and we'll look into it. ^SK,Tue Oct 31 13:26:13 +0000 2017,Tue Oct 31 13:54:48 +0000 2017
17229_17228,AmazonHelp,17229,17228,"@AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble.",@119793 Please log into your account using your mobile number and request a call back from us. We'll reach out to you and help. ^HK,Tue Oct 31 07:31:26 +0000 2017,Tue Oct 31 08:00:28 +0000 2017
17231_17230,AmazonHelp,17231,17230,@115850 I wish to close my account with you as I have another Amazon account operational now. Please get back to me on how to close it.,@119793 Please write to us from here: https://t.co/TxK11znixD from the account you desire to close and our team will assist. ^HR,Tue Oct 31 06:43:31 +0000 2017,Tue Oct 31 07:00:00 +0000 2017
17221_17224,AmazonHelp,17221,17224,@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,"@119793 https://t.co/vlvfJr4nN9 &gt; Login to your Amazon.in account &gt; Under 'Tell us more about your issue', (2/3) ^KA",Wed Nov 01 03:51:07 +0000 2017,Wed Nov 01 04:25:39 +0000 2017
17234_17232,AmazonHelp,17234,17232,Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,"@119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC",Wed Nov 01 03:55:49 +0000 2017,Wed Nov 01 04:25:00 +0000 2017
17233_17235,AmazonHelp,17233,17235,@AmazonHelp I have replied to the mail also check it and provide some useful reply,@119794 Thank you for confirming. You should hear an update from us soon. Keep an eye on your mailbox. ^MP,Wed Nov 01 15:16:33 +0000 2017,Wed Nov 01 15:32:27 +0000 2017
17237_17236,AmazonHelp,17237,17236,"Hey @115821 please tell your vendors that addressing packages to customer ""or current resident"" is not acceptable shipping procedures.",@119795 We would love to help in any way. Please provide your feedback here for review: https://t.co/ExK1OfAqCF ^SH,Wed Nov 01 04:12:39 +0000 2017,Wed Nov 01 04:25:00 +0000 2017
17221_17225,AmazonHelp,17221,17225,@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,"@119793 Sorry for the trouble, Asmita. Please follow the path mentioned here to connect with us: Click on the link here: (1/3) ^KA",Wed Nov 01 03:51:07 +0000 2017,Wed Nov 01 04:24:32 +0000 2017
17240_17238,AmazonHelp,17240,17238,@AmazonHelp I unable to add money to my Amazon wallet. I called customer service but no action since one month,@119796 I'm sorry for the trouble. Could you tell us more about the issue you're facing while adding amount to your pay balance? ^GK,Wed Nov 01 04:01:36 +0000 2017,Wed Nov 01 04:24:00 +0000 2017
17239_17241,AmazonHelp,17239,17241,@AmazonHelp Please find attached screenshot https://t.co/uivHzbY3JE,@119796 I'm sorry for the trouble. Please submit your details here: https://t.co/GIJyeYqKE0 and we'll check right away. ^RW,Wed Nov 01 04:26:52 +0000 2017,Wed Nov 01 04:38:30 +0000 2017
17242_17243,AmazonHelp,17242,17243,@AmazonHelp I have shared the details I need immediate solution for this I have to give order today,@119796 Thanks. We'll check and revert at the earliest. ^HK,Wed Nov 01 04:44:28 +0000 2017,Wed Nov 01 04:51:54 +0000 2017
17244_17245,AmazonHelp,17244,17245,@AmazonHelp Still I didn't received any update from your end. I have to book order today,@119796 You must have received a response here: https://t.co/cx0UNsZXpj. Please let us know if you do not see the email here. ^KS,Wed Nov 01 12:46:41 +0000 2017,Wed Nov 01 12:55:28 +0000 2017
17246_17247,AmazonHelp,17246,17247,@AmazonHelp Afternoon only I have replied. I have screenshot also. Till now I didn't received any update. After doing regular follow-up also no action,@119796 I'm sorry for the stretch. We're working on this and we'll reach out to you soon with an update. Appreciate your cooperation. ^KH,Wed Nov 01 13:14:04 +0000 2017,Wed Nov 01 13:29:00 +0000 2017
17248_17249,AmazonHelp,17248,17249,@AmazonHelp Till now also I don't received any update from your end,@119796 and proceed as per the suggestion. ^SG(2/2),Thu Nov 02 18:04:44 +0000 2017,Thu Nov 02 18:17:29 +0000 2017
17248_17250,AmazonHelp,17248,17250,@AmazonHelp Till now also I don't received any update from your end,@119796 I see that we've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 (1/2),Thu Nov 02 18:04:44 +0000 2017,Thu Nov 02 18:17:00 +0000 2017
17251_17252,AmazonHelp,17251,17252,@AmazonHelp This is my account only. How you can say this is duplicate account.,"@119796 Twitter being a social platform, we wouldn't be able to check the account info here. Kindly reply to the email sent by us. ^PR",Fri Nov 03 13:17:12 +0000 2017,Fri Nov 03 13:41:00 +0000 2017
17254_17253,AmazonHelp,17254,17253,.@115850 will Echo help in playing Antakshari or if we could play same with her? :P #pp,"@119797 You can ask Alexa, and it would play the song for you :) ^KA",Wed Nov 01 03:52:10 +0000 2017,Wed Nov 01 04:17:52 +0000 2017
17256_17255,AmazonHelp,17256,17255,@AmazonHelp wht explanation would you like 2 gv now as mor order got cancelled n products r returned back after waiting 4 mor thn two weeks?,@119798 I'm sorry about that. Could you confirm sharing your details in the link shared earlier? ^GK,Wed Nov 01 03:52:18 +0000 2017,Wed Nov 01 04:17:00 +0000 2017
17258_17257,AmazonHelp,17258,17257,@AmazonHelp whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,"@119798 I get you're upset. However, we'd like to get this sorted out, please share the details and we'll reach out to you. ^MS",Fri Oct 20 11:46:06 +0000 2017,Fri Oct 20 11:57:26 +0000 2017
17260_17259,AmazonHelp,17260,17259,"@AmazonHelp apologies only dnt work. why last tim i was gvn assurance tht i wont repeat and now it happened again, whts your excuse now?",@119798 I’m sorry for the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0 We will look into it. ^SB,Fri Oct 20 11:38:45 +0000 2017,Fri Oct 20 11:42:00 +0000 2017
17263_17261,AmazonHelp,17263,17261,"@115850 last time i seek assistance n the same issue prevail today. whn you cnt gv service thn say no, why giving headache 2 customers?","@119798 Apologies. Kindly let us know, where did we go wrong. We would like to make things right for you. ^CB",Fri Oct 20 11:06:53 +0000 2017,Fri Oct 20 11:09:27 +0000 2017
17266_17264,AmazonHelp,17266,17264,@116618 I'm having problems watching. Its always freezing or buffering.,@119799 We want to help but we need more information. Can you tell us more about what device you're using? ^EA,Wed Nov 01 03:59:42 +0000 2017,Wed Nov 01 04:16:00 +0000 2017
17265_17267,AmazonHelp,17265,17267,@AmazonHelp I have a samsung and roku tvs. On both models I have trouble watching. The roku the most. The samsung is better but I've experienced buffer,@119799 I'm sorry to hear this. Please try these tips and let us know if it improves: https://t.co/PnaAaBPiBh ^BH,Wed Nov 01 04:25:35 +0000 2017,Wed Nov 01 04:29:28 +0000 2017
17634_17633,AmazonHelp,17634,17633,"@115850 I am a amazon prime user, I don’t see great offers nor I see any difference between prime and non prime, what’s the point then ?",@119901 know more prime benefits here: https://t.co/SNrRNxbF4n 2/2 ^SH,Wed Nov 01 04:50:28 +0000 2017,Wed Nov 01 04:58:54 +0000 2017
17637_17636,AmazonHelp,17637,17636,@AmazonHelp The pick up has been arranged 5 times now and cancelled at the last moment without citing any reason!,@119902 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. ^AB,Wed Nov 01 04:51:47 +0000 2017,Wed Nov 01 04:58:54 +0000 2017
17639_17638,AmazonHelp,17639,17638,@AmazonHelp It is a doorstep pick up but I need to bear the charges for the courier while I am struggling to get a refund for the already paid order,@119902 Was a pick up arranged on your order or were you asked to self-return it? Please tell us more. ^HK,Wed Nov 01 04:41:59 +0000 2017,Wed Nov 01 04:51:00 +0000 2017
17641_17640,AmazonHelp,17641,17640,@AmazonHelp #pathetic customer service. New low in e-commerce. Trying to raise a return request 5 times. #Fail,@119902 Sorry for the trouble while raising a return request. May I know if you have been asked to self return the item? ^SH,Wed Nov 01 04:10:09 +0000 2017,Wed Nov 01 04:37:28 +0000 2017
17634_17635,AmazonHelp,17634,17635,"@115850 I am a amazon prime user, I don’t see great offers nor I see any difference between prime and non prime, what’s the point then ?","@119901 Prime customers will have benefits like Prime Delivery Benefits, Prime Early and Exclusive Access Deals. You can 1/2 ^SH",Wed Nov 01 04:50:28 +0000 2017,Wed Nov 01 04:58:54 +0000 2017
17644_17643,AmazonHelp,17644,17643,@AmazonHelp Did you guys do anything?,"@119903 (2/2) For account security reasons, we recommend that you delete any account sensitive information from Twitter. Thank you. ^SE",Wed Nov 01 04:09:40 +0000 2017,Wed Nov 01 04:55:00 +0000 2017
17648_17646,AmazonHelp,17648,17646,"@AmazonHelp @7108 Found error on website, one click on $4.85 makes it $285 on card select screen https://t.co/zrzUwV6Cl1","@119903 to the payment page that you have in your 2nd screenshot? We want to help in the best way possible, so pls let us know! ^KN 2/2",Tue Oct 31 13:54:53 +0000 2017,Tue Oct 31 14:06:00 +0000 2017
17656_17651,AmazonHelp,17656,17651,@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,@119904 You may refer here: https://t.co/M27c4qF86m for details on refund for return shipping charges. Hope this helps! 3/3 ^AB,Wed Nov 01 04:45:08 +0000 2017,Wed Nov 01 04:54:27 +0000 2017
17655_17657,AmazonHelp,17655,17657,@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,@119904 to our team internally to work on it. 2/2 ^SB,Wed Nov 01 05:01:57 +0000 2017,Wed Nov 01 05:21:27 +0000 2017
17659_17660,AmazonHelp,17659,17660,@AmazonHelp Also concern how I get my shipping charges back once self return product?,@119904 Please connect with us using this link here: https://t.co/00q4Sqj9zL for further assistance. ^KA,Wed Nov 01 05:45:53 +0000 2017,Wed Nov 01 06:13:00 +0000 2017
17661_17662,AmazonHelp,17661,17662,@AmazonHelp Thanks a lot for helping your consumers we always grateful to u. There is no online shopping app where problems not occur but to help,@119904 You're welcome. Appreciate your understanding. Do keep us posted for any further assistance and we'll be glad to hep you. ^MK,Wed Nov 01 19:01:44 +0000 2017,Wed Nov 01 19:24:30 +0000 2017
17655_17658,AmazonHelp,17655,17658,@AmazonHelp I need a solution why u r not helping consumers on self return things. M not bought product to self return. Why Amazon allows such seller,@119904 I'm sorry you had an unpleasant experience regarding the return. I would pass on your comments as feedback 1/2 ^SB,Wed Nov 01 05:01:57 +0000 2017,Wed Nov 01 05:21:27 +0000 2017
17644_17645,AmazonHelp,17644,17645,@AmazonHelp Did you guys do anything?,"@119903 (1/2) We're here to help! When you have the time, please reach us by phone/chat here: https://t.co/3NIamiPTw7. Thanks. ^SE",Wed Nov 01 04:09:40 +0000 2017,Wed Nov 01 04:54:00 +0000 2017
17656_17663,AmazonHelp,17656,17663,@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,"@119904 we were unable to arrange a return, hence we requested you to cooperate and self-return the order for a refund. 2/3 ^AB",Wed Nov 01 04:45:08 +0000 2017,Wed Nov 01 04:54:00 +0000 2017
17656_17664,AmazonHelp,17656,17664,@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,@119904 Apologies for any trouble. Wherever possible we do offer a return pickup to reduce customer effort. In this case as 1/3 ^AB,Wed Nov 01 04:45:08 +0000 2017,Wed Nov 01 04:54:00 +0000 2017
17669_17668,AmazonHelp,17669,17668,"@115850 : can we connect echo dot to videocon smart tv? If yes, how?",@119905 You'll not be able to connect the Echo to your smart TV. ^SH,Wed Nov 01 04:27:34 +0000 2017,Wed Nov 01 04:48:52 +0000 2017
17672_17670,AmazonHelp,17672,17670,Hey @115821 wth does this mean? How can the iOS app on the phone be offline? #AmazonEcho https://t.co/bsAmAY4b38,@119906 I'm sorry about the error you're seeing! Please try uninstalling and reinstalling the app. Let us know how it goes. ^JP,Wed Nov 01 03:59:28 +0000 2017,Wed Nov 01 04:45:00 +0000 2017
17678_17673,AmazonHelp,17678,17673,@AmazonHelp  where does a customer goes to share his/her concerns about the fullfillment centre,@119907 Could you please elaborate your concern about the fulfillment center so that I can assist you accordingly?^SF,Wed Nov 01 04:18:24 +0000 2017,Wed Nov 01 04:44:31 +0000 2017
17674_17679,AmazonHelp,17674,17679,"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",@119907 Please share your details here: https://t.co/GIJyeYqKE0 and I'll reach out to you. (2/2) ^KA,Wed Nov 01 04:50:59 +0000 2017,Wed Nov 01 05:09:30 +0000 2017
17674_17680,AmazonHelp,17674,17680,"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",@119907 This doesn't seem to be right. Apologies for the delivery issue. This isn't what we intended. (1/2) ^KA,Wed Nov 01 04:50:59 +0000 2017,Wed Nov 01 05:09:30 +0000 2017
17676_17681,AmazonHelp,17676,17681,"@AmazonHelp Being #harrassed by the delivery guys for days, reached out to customer service multiple times but hardly any resolution !","@119907 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",Wed Nov 01 04:53:03 +0000 2017,Wed Nov 01 05:10:28 +0000 2017
17682_17683,AmazonHelp,17682,17683,"@AmazonHelp Oh you are so considerate, then why can't you treat the orders you take with same consideration, #Awful customer service",@119907 We'd like to help with that. Kindly drop in your details using the link provided above and we'll reach out to you. ^AB,Wed Nov 01 05:15:25 +0000 2017,Wed Nov 01 05:21:27 +0000 2017
17686_17684,AmazonHelp,17686,17684,@AmazonHelp hey I started a Amazon prime trial..i was charged $1..wats that about ?,"@119908 When you sign up for a Prime free trial, we send an authorization to your bank. Here's more info: https://t.co/9Kj5TvSFFo ^JP",Wed Nov 01 04:15:40 +0000 2017,Wed Nov 01 04:44:29 +0000 2017
17887_17886,AmazonHelp,17887,17886,.@116316 ist mal wieder on fire. https://t.co/lUURAjsRKQ,"@119968 Ups, sieht die Seite auch so bei dir aus, wenn du einen anderen Browser verwendest? ^AN",Wed Nov 01 04:23:54 +0000 2017,Wed Nov 01 05:14:25 +0000 2017
10647_10648,AmazonHelp,10647,10648,"@115821 paid for next day delivery.. had it confirmed and alas, no package #nothappy","@117950 I'm so sorry for the delay. If you have a moment, please contact us by phone or chat here: : https://t.co/hApLpMlfHN. ^LH",Wed Nov 01 00:13:20 +0000 2017,Wed Nov 01 05:12:35 +0000 2017
17890_17888,AmazonHelp,17890,17888,@AmazonHelp It was updated to 10/30 later but that was also wrong,"@119969 Has the delivery date been updated on your tracking status? You can find that here:  https://t.co/Y5jpI9gRhE 
^BT",Wed Nov 01 04:48:37 +0000 2017,Wed Nov 01 05:12:00 +0000 2017
17889_17891,AmazonHelp,17889,17891,@AmazonHelp Yes. Once from the original date,@119969 What is the current delivery date? Has this passed? ^CL,Wed Nov 01 05:50:51 +0000 2017,Wed Nov 01 05:56:00 +0000 2017
17892_17893,AmazonHelp,17892,17893,"@AmazonHelp It was expected 10/30-10/31 so yes, it has passed.",@119969 Please contact us: https://t.co/hApLpMlfHN so an agent can look into this for you. ^JJ,Wed Nov 01 05:56:58 +0000 2017,Wed Nov 01 06:09:27 +0000 2017
17897_17894,AmazonHelp,17897,17894,Why do I even bother to pay for @115821 Prime? Ive been waiting on a package for a week that was only supposed to take two days,@119969 I'm sorry it hasn't arrived! Have we missed the date shown in your order confirmation e-mail here: https://t.co/Tkd9xjxISV? ^MO,Wed Nov 01 03:58:33 +0000 2017,Wed Nov 01 04:35:00 +0000 2017
17900_17898,AmazonHelp,17900,17898,Hey @115851 unpredictable delivery processes r killing Amazon experience in India. Loyal customers like me are dissatisfied. DO SOMETHING,@119628 have reported the issue to our support team here:  https://t.co/EatWZQxM6E? 2/2 ^SH,Wed Nov 01 04:57:16 +0000 2017,Wed Nov 01 05:10:00 +0000 2017
17899_17901,AmazonHelp,17899,17901,@AmazonHelp I have called already and spoken to the rep. This keeps repeating. Fire your courier managers in my locality,@119628 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2),Wed Nov 01 05:15:56 +0000 2017,Wed Nov 01 05:24:00 +0000 2017
17903_17904,AmazonHelp,17903,17904,"@AmazonHelp Got it just now about 4 hours after it was supposedly delivered. As I said, unpredictable and non-trustworthy delivery process",@119628 Thanks for keeping us posted. I'll be sure to share your comments on this as feedback with the team internally. ^AB,Wed Nov 01 07:13:03 +0000 2017,Wed Nov 01 07:43:29 +0000 2017
17899_17902,AmazonHelp,17899,17902,@AmazonHelp I have called already and spoken to the rep. This keeps repeating. Fire your courier managers in my locality,@119628 Apologies for the trouble with the delivery of the order. I'd like to take a closer look at this. ^AK (1/2),Wed Nov 01 05:15:56 +0000 2017,Wed Nov 01 05:23:25 +0000 2017
17900_17905,AmazonHelp,17900,17905,Hey @115851 unpredictable delivery processes r killing Amazon experience in India. Loyal customers like me are dissatisfied. DO SOMETHING,@119628 I'm sorry for the unpleasant experience. This could be due to an incorrect tracking scan update. May I know if you 1/2 ^SH,Wed Nov 01 04:57:16 +0000 2017,Wed Nov 01 05:10:00 +0000 2017
17908_17906,AmazonHelp,17908,17906,"Two DOA orders. First hard drive came bouncing in a giant box, second one crushed in a padded envelope... sigh. Refund on way. @AmazonHelp https://t.co/4bRVrNlrBy",@119970 Please help us to improve by providing your packaging feedback here: https://t.co/9eu9vrS5HB ^SY,Wed Nov 01 03:50:21 +0000 2017,Wed Nov 01 05:09:00 +0000 2017
17910_17909,AmazonHelp,17910,17909,@115830 I’ve just earned a £6 promo for a purchase of gift cards. Where within my account is it? I can’t find it? I’ve got a confirmation,@119971 I'm sorry you're not seeing the credit! Many promos apply at checkout. You can learn more here: https://t.co/SMIdJzrWkH ^SG,Wed Nov 01 04:18:25 +0000 2017,Wed Nov 01 05:08:28 +0000 2017
17912_17911,AmazonHelp,17912,17911,@AmazonHelp @119973 Es nervt das ich mich seit neusten  beinahe täglich auf. Fire tv stick neu einloggen muss 😈,"@119972 Oje! Melde dich doch gleich mal hier https://t.co/wWn0qM25US und lass meine Kollegen prüfen, was da los sein könnte. Gruß ^DS",Tue Oct 31 23:09:32 +0000 2017,Wed Nov 01 05:07:52 +0000 2017
